compte_courant,duree_emprunt_mois,historique_credit,raison,montant,compte_epargne,duree_emploi,annees_presence_logement,age,autre_credit,logement,nbre_emprunts_actuels,job,dependants,telephone,defaillant,revenufinal
< 0 Euro,12,tres bon,ameublement,626,< 100 Euro,1 - 4 annees,4.0,24.0,banque,proprietaire,1,non_qualifie,1,oui,oui,2983.94019966182
inconnu,48,critique,auto,8858,inconnu,4 - 7 annees,1.0,35.0,aucun,autre,2,qualifie,1,oui,non,21440.592949134498
inconnu,12,critique,renonvations,996,inconnu,4 - 7 annees,4.0,23.0,aucun,proprietaire,2,qualifie,1,oui,non,5167.61397087081
inconnu,6,tres bon,ameublement,1750,500 - 1000 Euro,> 7 annees,4.0,45.0,banque,proprietaire,1,non_qualifie,2,oui,non,4886.7009480513
< 0 Euro,48,bon,ameublement,6999,< 100 Euro,4 - 7 annees,1.0,34.0,aucun,proprietaire,2,qualifie,1,oui,oui,11247.603557006001
1 - 200 Euro,12,critique,auto,1995,100 - 500 Euro,< 1 annee,1.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,10161.442381914201
1 - 200 Euro,9,bon,education,1199,< 100 Euro,4 - 7 annees,4.0,67.0,aucun,proprietaire,2,management,1,oui,non,5648.960184067701
1 - 200 Euro,12,bon,ameublement,1331,< 100 Euro,< 1 annee,1.0,22.0,magasin,proprietaire,1,qualifie,1,oui,oui,4761.39604537827
1 - 200 Euro,18,parfait,auto,2278,100 - 500 Euro,< 1 annee,3.0,28.0,aucun,proprietaire,2,qualifie,1,oui,oui,7769.823804990799
inconnu,21,parfait,auto,5003,inconnu,1 - 4 annees,4.0,29.0,banque,proprietaire,2,qualifie,1,oui,oui,5812.827381757529
< 0 Euro,24,tres bon,ameublement,3552,< 100 Euro,4 - 7 annees,4.0,27.0,banque,proprietaire,1,qualifie,1,oui,oui,13622.1271522902
1 - 200 Euro,18,critique,ameublement,1928,< 100 Euro,< 1 annee,2.0,31.0,aucun,proprietaire,2,non_qualifie,1,oui,oui,4442.46693756687
< 0 Euro,24,bon,auto,2964,inconnu,> 7 annees,4.0,49.0,banque,autre,1,qualifie,2,oui,non,13326.717669802
< 0 Euro,24,tres bon,ameublement,1546,< 100 Euro,4 - 7 annees,4.0,24.0,banque,locataire,1,non_qualifie,1,oui,oui,6296.51702470136
> 200 Euro,6,pauvre,ameublement,683,< 100 Euro,< 1 annee,1.0,29.0,banque,proprietaire,1,qualifie,1,oui,non,2147.8664631932693
1 - 200 Euro,36,bon,auto,12389,inconnu,1 - 4 annees,4.0,37.0,aucun,autre,1,qualifie,1,oui,oui,16901.6585611751
1 - 200 Euro,24,pauvre,business,4712,inconnu,1 - 4 annees,2.0,37.0,banque,proprietaire,2,management,1,oui,non,24144.0697536923
1 - 200 Euro,24,pauvre,ameublement,1553,100 - 500 Euro,4 - 7 annees,2.0,23.0,aucun,locataire,2,qualifie,1,oui,non,5194.64337196419
< 0 Euro,12,bon,auto,1372,< 100 Euro,4 - 7 annees,3.0,36.0,aucun,proprietaire,1,qualifie,1,oui,oui,4050.1914680952295
inconnu,24,critique,ameublement,2578,> 1000 Euro,> 7 annees,2.0,34.0,aucun,proprietaire,1,qualifie,1,oui,non,8669.31014765587
1 - 200 Euro,48,bon,ameublement,3979,inconnu,4 - 7 annees,1.0,41.0,aucun,proprietaire,2,qualifie,2,oui,non,17658.8656501683
< 0 Euro,48,bon,ameublement,6758,< 100 Euro,1 - 4 annees,2.0,31.0,aucun,proprietaire,1,qualifie,1,oui,oui,32214.1042617584
< 0 Euro,24,bon,ameublement,3234,< 100 Euro,< 1 annee,4.0,23.0,aucun,locataire,1,non_qualifie,1,oui,oui,14054.736579741299
inconnu,30,critique,ameublement,5954,< 100 Euro,4 - 7 annees,2.0,38.0,aucun,proprietaire,1,qualifie,1,oui,non,18037.434638348
inconnu,24,bon,auto,5433,inconnu,chomeur,4.0,26.0,aucun,locataire,1,management,1,oui,non,17290.617438596
< 0 Euro,15,bon,business,806,< 100 Euro,1 - 4 annees,4.0,22.0,aucun,proprietaire,1,non_qualifie,1,oui,non,5269.69722879687
1 - 200 Euro,9,bon,ameublement,1082,< 100 Euro,> 7 annees,4.0,27.0,aucun,proprietaire,2,non_qualifie,1,oui,non,6565.87294527276
inconnu,15,critique,ameublement,2788,< 100 Euro,4 - 7 annees,3.0,24.0,banque,proprietaire,2,qualifie,1,oui,non,6599.53402083959
1 - 200 Euro,12,bon,ameublement,2930,< 100 Euro,4 - 7 annees,1.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,7717.93794308862
inconnu,24,critique,education,1927,inconnu,1 - 4 annees,2.0,33.0,aucun,proprietaire,2,qualifie,1,oui,non,9922.03070782861
1 - 200 Euro,36,critique,auto,2820,< 100 Euro,< 1 annee,4.0,27.0,aucun,proprietaire,2,qualifie,1,oui,oui,19392.1295170473
inconnu,24,bon,education,937,< 100 Euro,< 1 annee,3.0,27.0,aucun,proprietaire,2,non_qualifie,1,oui,non,4671.7918891218
1 - 200 Euro,18,critique,auto,1056,< 100 Euro,> 7 annees,3.0,30.0,banque,proprietaire,2,qualifie,1,oui,oui,5189.12922810853
1 - 200 Euro,12,critique,auto,3124,< 100 Euro,< 1 annee,3.0,49.0,banque,proprietaire,2,non_qualifie,2,oui,non,3921.3583729554603
inconnu,9,bon,ameublement,1388,< 100 Euro,1 - 4 annees,2.0,26.0,aucun,locataire,1,qualifie,1,oui,non,8509.92202338563
1 - 200 Euro,36,bon,renonvations,2384,< 100 Euro,< 1 annee,1.0,33.0,aucun,locataire,1,non_qualifie,1,oui,oui,13957.6800993673
inconnu,12,bon,auto,2133,inconnu,> 7 annees,4.0,52.0,aucun,autre,1,management,1,oui,non,12967.279756343702
< 0 Euro,18,bon,ameublement,2039,< 100 Euro,1 - 4 annees,4.0,20.0,banque,locataire,1,qualifie,1,oui,oui,2608.75582173453
< 0 Euro,9,critique,auto,2799,< 100 Euro,1 - 4 annees,2.0,36.0,aucun,locataire,2,qualifie,2,oui,non,6961.9807033155
< 0 Euro,12,bon,ameublement,1289,< 100 Euro,1 - 4 annees,1.0,21.0,aucun,proprietaire,1,non_qualifie,1,oui,non,5895.0732504626
< 0 Euro,18,bon,ameublement,1217,< 100 Euro,1 - 4 annees,3.0,47.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,7768.100592014971
< 0 Euro,12,critique,ameublement,2246,< 100 Euro,> 7 annees,3.0,60.0,aucun,proprietaire,2,qualifie,1,oui,oui,7961.796794677791
< 0 Euro,12,critique,ameublement,385,< 100 Euro,4 - 7 annees,3.0,58.0,aucun,proprietaire,4,non_qualifie,1,oui,non,1789.6750745514105
1 - 200 Euro,6,bon,ameublement,368,inconnu,> 7 annees,4.0,38.0,aucun,proprietaire,1,qualifie,1,oui,non,2562.9044098558998
1 - 200 Euro,24,pauvre,auto,1965,inconnu,1 - 4 annees,4.0,42.0,aucun,locataire,2,qualifie,1,oui,non,13949.8398634007
inconnu,21,bon,business,1572,> 1000 Euro,> 7 annees,4.0,36.0,banque,proprietaire,1,non_qualifie,1,oui,non,9867.499624550721
1 - 200 Euro,24,bon,auto,2718,< 100 Euro,1 - 4 annees,4.0,20.0,aucun,locataire,1,non_qualifie,1,oui,oui,11451.1722808363
< 0 Euro,24,tres bon,auto0,1358,inconnu,> 7 annees,3.0,40.0,magasin,proprietaire,1,management,1,oui,oui,8319.92322386412
1 - 200 Euro,6,tres bon,auto,931,100 - 500 Euro,< 1 annee,1.0,32.0,magasin,proprietaire,1,non_qualifie,1,oui,oui,1198.30393592657
< 0 Euro,24,bon,auto,1442,< 100 Euro,4 - 7 annees,4.0,23.0,aucun,locataire,2,qualifie,1,oui,oui,8679.07663063802
1 - 200 Euro,24,parfait,business,4241,< 100 Euro,1 - 4 annees,4.0,36.0,aucun,proprietaire,3,non_qualifie,1,oui,oui,7406.7782577034095
inconnu,18,critique,auto,2775,< 100 Euro,4 - 7 annees,2.0,31.0,banque,proprietaire,2,qualifie,1,oui,oui,8250.03070618649
inconnu,24,pauvre,business,3863,< 100 Euro,1 - 4 annees,2.0,32.0,aucun,autre,1,qualifie,1,oui,non,5654.47708772663
1 - 200 Euro,7,bon,ameublement,2329,< 100 Euro,< 1 annee,1.0,45.0,aucun,proprietaire,1,qualifie,1,oui,non,3720.6743935225404
1 - 200 Euro,9,bon,ameublement,918,< 100 Euro,1 - 4 annees,1.0,30.0,aucun,proprietaire,1,qualifie,1,oui,oui,5655.990056111489
1 - 200 Euro,24,tres bon,education,1837,< 100 Euro,4 - 7 annees,4.0,34.0,banque,autre,1,non_qualifie,1,oui,oui,8177.12006729391
inconnu,36,bon,ameublement,3349,< 100 Euro,1 - 4 annees,2.0,28.0,aucun,proprietaire,1,management,1,oui,oui,18322.5274284187
> 200 Euro,10,bon,ameublement,1275,< 100 Euro,< 1 annee,2.0,23.0,aucun,proprietaire,1,qualifie,1,oui,non,5858.62376650698
< 0 Euro,24,tres bon,ameublement,2828,500 - 1000 Euro,1 - 4 annees,4.0,22.0,magasin,proprietaire,1,qualifie,1,oui,non,14178.8216420143
inconnu,24,critique,business,4526,< 100 Euro,1 - 4 annees,2.0,74.0,aucun,proprietaire,1,management,1,oui,non,19142.5526768928
1 - 200 Euro,36,bon,ameublement,2671,100 - 500 Euro,1 - 4 annees,4.0,50.0,aucun,autre,1,qualifie,1,oui,oui,12838.9685764995
inconnu,18,bon,ameublement,2051,< 100 Euro,< 1 annee,1.0,33.0,aucun,proprietaire,1,qualifie,1,oui,non,12317.641602373602
inconnu,15,bon,auto,1300,inconnu,> 7 annees,4.0,45.0,banque,autre,1,qualifie,2,oui,non,9264.53416460955
< 0 Euro,12,bon,ameublement,741,100 - 500 Euro,chomeur,3.0,22.0,aucun,proprietaire,1,qualifie,1,oui,oui,4617.80128275136
> 200 Euro,10,bon,auto,1240,100 - 500 Euro,> 7 annees,4.0,48.0,aucun,autre,1,non_qualifie,2,oui,oui,1929.36159572186
< 0 Euro,21,bon,ameublement,3357,> 1000 Euro,< 1 annee,2.0,29.0,banque,proprietaire,1,qualifie,1,oui,non,15167.1330288669
< 0 Euro,24,tres bon,auto,3632,< 100 Euro,1 - 4 annees,4.0,22.0,banque,locataire,1,qualifie,1,oui,non,5813.62000998331
inconnu,18,pauvre,ameublement,1808,< 100 Euro,4 - 7 annees,1.0,22.0,aucun,proprietaire,1,qualifie,1,oui,oui,8028.4792139032
1 - 200 Euro,48,parfait,business,12204,inconnu,1 - 4 annees,2.0,48.0,banque,proprietaire,1,management,1,oui,non,36380.6920271483
1 - 200 Euro,60,pauvre,ameublement,9157,inconnu,1 - 4 annees,2.0,27.0,aucun,autre,1,management,1,oui,non,23356.8121542831
< 0 Euro,6,critique,auto,3676,< 100 Euro,1 - 4 annees,3.0,37.0,aucun,locataire,3,qualifie,2,oui,non,4764.87703133136
1 - 200 Euro,30,bon,ameublement,3441,100 - 500 Euro,1 - 4 annees,4.0,21.0,aucun,locataire,1,qualifie,1,oui,oui,9762.39553592883
inconnu,12,bon,auto,640,< 100 Euro,1 - 4 annees,2.0,49.0,aucun,proprietaire,1,non_qualifie,1,oui,non,3098.34225364323
1 - 200 Euro,21,critique,business,3652,< 100 Euro,4 - 7 annees,3.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,7545.444184591509
inconnu,18,critique,auto,1530,< 100 Euro,1 - 4 annees,2.0,32.0,banque,proprietaire,2,qualifie,1,oui,oui,6403.282310275898
inconnu,48,bon,business,3914,inconnu,1 - 4 annees,2.0,38.0,banque,proprietaire,1,qualifie,1,oui,oui,17535.211099532
< 0 Euro,12,bon,ameublement,1858,< 100 Euro,< 1 annee,1.0,22.0,aucun,locataire,1,qualifie,1,oui,non,9416.55363557399
< 0 Euro,18,bon,ameublement,2600,< 100 Euro,1 - 4 annees,4.0,65.0,aucun,autre,2,qualifie,1,oui,oui,17411.156236373798
inconnu,15,bon,ameublement,1979,inconnu,> 7 annees,2.0,35.0,aucun,proprietaire,1,qualifie,1,oui,non,11602.7013135765
> 200 Euro,6,bon,ameublement,2116,< 100 Euro,1 - 4 annees,2.0,41.0,aucun,proprietaire,1,qualifie,1,oui,non,4871.50466516904
1 - 200 Euro,9,tres bon,auto,1437,100 - 500 Euro,4 - 7 annees,3.0,29.0,aucun,proprietaire,1,qualifie,1,oui,oui,4398.271097672029
inconnu,42,critique,ameublement,4042,500 - 1000 Euro,1 - 4 annees,4.0,36.0,aucun,proprietaire,2,qualifie,1,oui,non,27765.1007533692
inconnu,9,bon,education,3832,inconnu,> 7 annees,4.0,64.0,aucun,proprietaire,1,non_qualifie,1,oui,non,4648.6665610173495
< 0 Euro,24,bon,ameublement,3660,< 100 Euro,1 - 4 annees,4.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,9243.9029828027
< 0 Euro,18,tres bon,ameublement,1553,< 100 Euro,1 - 4 annees,3.0,44.0,banque,proprietaire,1,qualifie,1,oui,oui,9143.380224362529
1 - 200 Euro,15,bon,ameublement,1444,inconnu,< 1 annee,1.0,23.0,aucun,proprietaire,1,qualifie,1,oui,non,7502.168732995329
inconnu,9,bon,ameublement,1980,< 100 Euro,< 1 annee,2.0,19.0,aucun,locataire,2,qualifie,1,oui,oui,6304.003279878679
1 - 200 Euro,24,bon,auto,1355,< 100 Euro,< 1 annee,4.0,25.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,4807.1997476366905
inconnu,12,bon,education,1393,< 100 Euro,> 7 annees,4.0,47.0,banque,proprietaire,3,qualifie,2,oui,non,5852.67893722671
inconnu,24,bon,ameublement,1376,500 - 1000 Euro,4 - 7 annees,1.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,8029.16922157617
inconnu,60,pauvre,ameublement,15653,< 100 Euro,4 - 7 annees,4.0,21.0,aucun,proprietaire,2,qualifie,1,oui,non,42932.4027037788
inconnu,12,bon,ameublement,1493,< 100 Euro,< 1 annee,3.0,34.0,aucun,proprietaire,1,qualifie,2,oui,non,6916.907893099929
< 0 Euro,42,pauvre,ameublement,4370,< 100 Euro,4 - 7 annees,2.0,26.0,banque,proprietaire,2,qualifie,2,oui,oui,19645.4979752961
< 0 Euro,18,bon,education,750,< 100 Euro,chomeur,1.0,27.0,aucun,proprietaire,1,chomeur,1,oui,oui,3446.298298081189
1 - 200 Euro,15,bon,renonvations,1308,< 100 Euro,> 7 annees,4.0,38.0,aucun,proprietaire,2,non_qualifie,1,oui,non,8358.949907681359
inconnu,15,bon,education,4623,100 - 500 Euro,1 - 4 annees,2.0,40.0,aucun,proprietaire,1,management,1,oui,oui,18224.238287233602
inconnu,24,critique,ameublement,1851,< 100 Euro,4 - 7 annees,2.0,33.0,aucun,proprietaire,2,qualifie,1,oui,non,10273.0627401688
< 0 Euro,18,critique,ameublement,1880,< 100 Euro,4 - 7 annees,1.0,32.0,aucun,proprietaire,2,management,1,oui,non,8664.69108299555
inconnu,36,pauvre,business,7980,inconnu,< 1 annee,4.0,27.0,aucun,locataire,2,qualifie,1,oui,oui,45159.939997401794
< 0 Euro,30,parfait,ameublement,4583,< 100 Euro,1 - 4 annees,2.0,32.0,aucun,proprietaire,2,qualifie,1,oui,non,11446.668220413501
inconnu,12,bon,auto,1386,500 - 1000 Euro,1 - 4 annees,2.0,26.0,aucun,proprietaire,1,qualifie,1,oui,oui,4806.83587280969
> 200 Euro,24,bon,auto,947,< 100 Euro,4 - 7 annees,3.0,38.0,banque,autre,1,qualifie,2,oui,oui,4648.48735074825
< 0 Euro,12,bon,education,684,< 100 Euro,1 - 4 annees,4.0,40.0,aucun,locataire,1,non_qualifie,2,oui,oui,2811.3654982438106
< 0 Euro,48,bon,education,7476,< 100 Euro,4 - 7 annees,1.0,50.0,aucun,autre,1,management,1,oui,non,31911.4255890731
1 - 200 Euro,12,bon,ameublement,1922,< 100 Euro,1 - 4 annees,2.0,37.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,12805.904661556298
< 0 Euro,24,bon,auto,2303,< 100 Euro,> 7 annees,1.0,45.0,aucun,proprietaire,1,qualifie,1,oui,oui,15776.1817549972
1 - 200 Euro,36,pauvre,auto,8086,100 - 500 Euro,> 7 annees,4.0,42.0,aucun,proprietaire,4,management,1,oui,oui,28406.560218847597
inconnu,24,critique,auto,2346,< 100 Euro,4 - 7 annees,3.0,35.0,aucun,proprietaire,2,qualifie,1,oui,non,10411.7523758762
< 0 Euro,14,bon,auto,3973,< 100 Euro,chomeur,4.0,22.0,aucun,autre,1,qualifie,1,oui,non,4216.98456885481
1 - 200 Euro,12,bon,auto,888,< 100 Euro,> 7 annees,4.0,41.0,banque,proprietaire,1,non_qualifie,2,oui,oui,4111.3885993487
inconnu,48,bon,ameublement,10222,inconnu,4 - 7 annees,3.0,37.0,magasin,proprietaire,1,qualifie,1,oui,non,45199.7387180833
1 - 200 Euro,30,parfait,business,4221,< 100 Euro,1 - 4 annees,1.0,28.0,aucun,proprietaire,2,qualifie,1,oui,non,9824.712991124692
1 - 200 Euro,18,critique,ameublement,6361,< 100 Euro,> 7 annees,1.0,41.0,aucun,proprietaire,1,qualifie,1,oui,non,19892.8457182527
> 200 Euro,12,bon,ameublement,1297,< 100 Euro,1 - 4 annees,4.0,23.0,aucun,locataire,1,qualifie,1,oui,non,5903.63643513726
< 0 Euro,12,bon,auto,900,inconnu,1 - 4 annees,2.0,23.0,aucun,proprietaire,1,qualifie,1,oui,oui,5338.551566402511
inconnu,21,bon,ameublement,2241,< 100 Euro,> 7 annees,2.0,50.0,aucun,proprietaire,2,qualifie,1,oui,non,12547.7041753738
1 - 200 Euro,6,pauvre,ameublement,1050,< 100 Euro,chomeur,1.0,35.0,magasin,proprietaire,2,management,1,oui,non,5273.874675130271
> 200 Euro,6,critique,education,1047,< 100 Euro,1 - 4 annees,4.0,50.0,aucun,proprietaire,1,non_qualifie,1,oui,non,3712.7118701358004
inconnu,24,critique,auto0,6314,< 100 Euro,chomeur,2.0,27.0,banque,proprietaire,2,management,1,oui,non,36665.7010252119
1 - 200 Euro,30,tres bon,ameublement,3496,> 1000 Euro,1 - 4 annees,2.0,34.0,magasin,proprietaire,1,qualifie,2,oui,non,21571.895339450803
inconnu,48,tres bon,business,3609,< 100 Euro,1 - 4 annees,1.0,27.0,magasin,proprietaire,1,qualifie,1,oui,non,5255.23392716222
< 0 Euro,12,critique,auto,4843,< 100 Euro,> 7 annees,4.0,43.0,aucun,locataire,2,qualifie,1,oui,oui,17236.831792576202
> 200 Euro,30,critique,ameublement,3017,< 100 Euro,> 7 annees,4.0,47.0,aucun,proprietaire,1,qualifie,1,oui,non,12825.096577836799
inconnu,24,critique,business,4139,100 - 500 Euro,1 - 4 annees,3.0,27.0,aucun,proprietaire,2,non_qualifie,1,oui,non,13718.1273302804
inconnu,36,bon,business,5742,100 - 500 Euro,4 - 7 annees,2.0,31.0,aucun,proprietaire,2,qualifie,1,oui,non,18315.7603554645
inconnu,60,bon,auto,10366,< 100 Euro,> 7 annees,4.0,42.0,aucun,proprietaire,1,management,1,oui,non,32965.6278313104
inconnu,6,critique,auto,2080,500 - 1000 Euro,1 - 4 annees,2.0,24.0,aucun,proprietaire,1,qualifie,1,oui,non,3359.08104281847
inconnu,21,pauvre,business,2580,500 - 1000 Euro,< 1 annee,2.0,41.0,banque,proprietaire,1,non_qualifie,2,oui,oui,13980.4052140715
inconnu,30,critique,ameublement,4530,< 100 Euro,4 - 7 annees,4.0,26.0,aucun,locataire,1,management,1,oui,non,27437.4635769158
inconnu,24,critique,ameublement,5150,< 100 Euro,> 7 annees,4.0,33.0,aucun,proprietaire,1,qualifie,1,oui,non,34133.7828576084
1 - 200 Euro,72,bon,ameublement,5595,100 - 500 Euro,1 - 4 annees,2.0,24.0,aucun,proprietaire,1,qualifie,1,oui,oui,12922.0238930008
< 0 Euro,24,bon,ameublement,2384,< 100 Euro,> 7 annees,4.0,64.0,banque,locataire,1,non_qualifie,1,oui,non,15587.2753970895
inconnu,18,bon,ameublement,1453,< 100 Euro,< 1 annee,1.0,26.0,aucun,proprietaire,1,qualifie,1,oui,non,5652.40412335818
inconnu,6,bon,education,1538,< 100 Euro,< 1 annee,2.0,56.0,aucun,proprietaire,1,qualifie,1,oui,non,2689.13256961262
inconnu,12,bon,ameublement,2279,inconnu,1 - 4 annees,4.0,37.0,aucun,autre,1,qualifie,1,oui,non,16282.5927322544
inconnu,15,pauvre,ameublement,1478,< 100 Euro,1 - 4 annees,3.0,33.0,banque,proprietaire,2,qualifie,1,oui,non,6114.284520370239
inconnu,24,critique,ameublement,5103,< 100 Euro,< 1 annee,3.0,47.0,aucun,autre,3,qualifie,1,oui,non,17198.2542544264
1 - 200 Euro,36,pauvre,business,9857,100 - 500 Euro,4 - 7 annees,3.0,31.0,aucun,proprietaire,2,non_qualifie,2,oui,non,17733.1268493773
inconnu,60,bon,auto,6527,inconnu,1 - 4 annees,4.0,34.0,aucun,autre,1,qualifie,2,oui,non,33627.897297379
> 200 Euro,10,critique,ameublement,1347,inconnu,4 - 7 annees,2.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,5848.86311017612
1 - 200 Euro,36,pauvre,auto,2862,100 - 500 Euro,> 7 annees,3.0,30.0,aucun,autre,1,qualifie,1,oui,non,17645.3949106425
inconnu,9,bon,ameublement,2753,100 - 500 Euro,> 7 annees,4.0,35.0,aucun,proprietaire,1,qualifie,1,oui,non,12096.7723233122
< 0 Euro,12,bon,auto,3651,> 1000 Euro,1 - 4 annees,3.0,31.0,aucun,proprietaire,1,qualifie,2,oui,non,3971.3676002746997
< 0 Euro,15,critique,ameublement,975,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,2989.3061733525
1 - 200 Euro,15,bon,renonvations,2631,100 - 500 Euro,1 - 4 annees,2.0,25.0,aucun,proprietaire,1,non_qualifie,1,oui,non,13103.4658371645
1 - 200 Euro,24,bon,ameublement,2896,100 - 500 Euro,< 1 annee,1.0,29.0,aucun,proprietaire,1,qualifie,1,oui,non,8723.928112754471
< 0 Euro,6,critique,auto,4716,inconnu,< 1 annee,3.0,44.0,aucun,proprietaire,2,non_qualifie,2,oui,non,5156.08457419662
inconnu,24,bon,ameublement,2284,< 100 Euro,4 - 7 annees,2.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,12851.61692841
inconnu,6,bon,auto,1236,500 - 1000 Euro,1 - 4 annees,4.0,50.0,aucun,locataire,1,qualifie,1,oui,non,3599.5509425193
1 - 200 Euro,12,bon,ameublement,1103,< 100 Euro,4 - 7 annees,3.0,29.0,aucun,proprietaire,2,qualifie,1,oui,non,7550.572702768
inconnu,12,critique,auto,926,< 100 Euro,chomeur,2.0,38.0,aucun,proprietaire,1,chomeur,1,oui,non,947.169863161965
inconnu,18,critique,ameublement,1800,< 100 Euro,1 - 4 annees,2.0,24.0,aucun,proprietaire,2,qualifie,1,oui,non,8908.91298745646
1 - 200 Euro,18,pauvre,auto,6300,< 100 Euro,> 7 annees,,42.0,aucun,autre,1,qualifie,1,oui,oui,31068.0293787902
> 200 Euro,15,bon,education,1905,< 100 Euro,> 7 annees,4.0,40.0,aucun,locataire,1,management,1,oui,non,12261.3718912348
< 0 Euro,15,critique,ameublement,975,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,2740.44332009622
inconnu,12,bon,ameublement,1123,500 - 1000 Euro,1 - 4 annees,4.0,29.0,aucun,locataire,1,non_qualifie,1,oui,oui,5112.25666608149
< 0 Euro,48,critique,auto,6331,< 100 Euro,> 7 annees,4.0,46.0,aucun,autre,2,qualifie,1,oui,oui,27215.6340852806
> 200 Euro,24,bon,ameublement,1377,100 - 500 Euro,> 7 annees,2.0,47.0,aucun,autre,1,qualifie,1,oui,non,7451.355284633441
1 - 200 Euro,30,pauvre,business,2503,100 - 500 Euro,> 7 annees,2.0,41.0,magasin,proprietaire,2,qualifie,1,oui,non,12555.643306235801
1 - 200 Euro,27,bon,business,2528,< 100 Euro,< 1 annee,1.0,32.0,aucun,proprietaire,1,qualifie,2,oui,non,13510.600744843701
inconnu,15,bon,auto,5324,500 - 1000 Euro,> 7 annees,4.0,35.0,aucun,autre,1,qualifie,1,oui,non,6981.29968088935
1 - 200 Euro,48,bon,auto,6560,100 - 500 Euro,4 - 7 annees,2.0,24.0,aucun,proprietaire,1,qualifie,1,oui,oui,35300.6046626417
1 - 200 Euro,12,parfait,ameublement,2969,< 100 Euro,< 1 annee,3.0,25.0,aucun,locataire,2,qualifie,1,oui,oui,15884.1659426792
1 - 200 Euro,9,bon,ameublement,1206,< 100 Euro,> 7 annees,4.0,25.0,aucun,proprietaire,1,qualifie,1,oui,non,7715.70452341524
< 0 Euro,15,critique,ameublement,975,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,2685.5972155467803
1 - 200 Euro,9,bon,ameublement,2118,< 100 Euro,1 - 4 annees,2.0,37.0,aucun,proprietaire,1,non_qualifie,2,oui,non,6438.09665689099
inconnu,18,critique,ameublement,629,500 - 1000 Euro,> 7 annees,3.0,32.0,banque,proprietaire,2,management,1,oui,non,4122.30794871352
< 0 Euro,6,tres bon,education,1198,< 100 Euro,> 7 annees,4.0,35.0,aucun,autre,1,qualifie,1,oui,oui,5849.532768841321
inconnu,21,bon,auto,2476,inconnu,> 7 annees,4.0,46.0,aucun,proprietaire,1,management,1,oui,non,15637.463310278301
< 0 Euro,9,critique,ameublement,1138,< 100 Euro,1 - 4 annees,4.0,25.0,aucun,proprietaire,2,non_qualifie,1,oui,non,8077.319413261179
1 - 200 Euro,60,bon,auto,14027,< 100 Euro,4 - 7 annees,2.0,27.0,aucun,proprietaire,1,management,1,oui,oui,64666.285419168205
inconnu,30,critique,auto,7596,inconnu,> 7 annees,4.0,63.0,aucun,proprietaire,2,qualifie,1,oui,non,10615.1624493631
inconnu,30,critique,ameublement,3077,inconnu,> 7 annees,2.0,40.0,aucun,proprietaire,2,qualifie,2,oui,non,10146.992721655799
inconnu,18,bon,ameublement,1505,< 100 Euro,1 - 4 annees,2.0,32.0,aucun,autre,1,management,1,oui,non,7830.62653471021
< 0 Euro,15,critique,ameublement,975,< 100 Euro,1 - 4 annees,3.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,3196.6414730970696
> 200 Euro,24,critique,ameublement,3148,inconnu,1 - 4 annees,2.0,31.0,aucun,proprietaire,2,qualifie,1,oui,non,16946.706953343302
1 - 200 Euro,20,parfait,auto,6148,100 - 500 Euro,> 7 annees,4.0,31.0,banque,proprietaire,2,qualifie,1,oui,non,25591.1734657713
> 200 Euro,9,parfait,ameublement,1337,< 100 Euro,< 1 annee,2.0,34.0,aucun,proprietaire,2,management,1,oui,oui,9257.684182749681
1 - 200 Euro,6,tres bon,education,433,> 1000 Euro,< 1 annee,2.0,24.0,banque,locataire,1,qualifie,2,oui,oui,1744.4412029244595
< 0 Euro,12,bon,auto,1228,< 100 Euro,1 - 4 annees,2.0,24.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,8570.281423732471
1 - 200 Euro,9,bon,ameublement,790,500 - 1000 Euro,1 - 4 annees,3.0,66.0,aucun,proprietaire,1,non_qualifie,1,oui,non,3791.846414976271
inconnu,27,bon,auto,2570,< 100 Euro,1 - 4 annees,3.0,21.0,aucun,locataire,1,qualifie,1,oui,oui,8410.019011218921
inconnu,6,critique,auto,250,> 1000 Euro,1 - 4 annees,2.0,41.0,banque,proprietaire,2,non_qualifie,1,oui,non,734.476054264911
inconnu,15,critique,ameublement,1316,500 - 1000 Euro,1 - 4 annees,2.0,47.0,aucun,proprietaire,2,non_qualifie,1,oui,non,4017.030487019721
